metric,modality,region,column_name,n,beta_per_A,se,t,p,aa_vs_gg_additive_2beta,aa_vs_gg_beta_genotypic,aa_vs_gg_p_genotypic,wald_p,field_id
FA,dMRI_weighted_mean,cingulate gyrus part of cingulum (left),dMRI_weighted_mean_FA_cingulate_gyrus_part_of_cingulum_left,32564,0.0057507211723846,0.0073666244278363,0.7806453591762201,0.4350168795051408,0.0115014423447692,0.0128410668163459,0.3842808862611644,0.2297869042427881,25492.0
FA,dMRI_weighted_mean,superior thalamic radiation (right),dMRI_weighted_mean_FA_superior_thalamic_radiation_right,32564,-0.0049087923318823,0.0066439153833638,-0.7388402844765086,0.4600094048678954,-0.0098175846637647,-0.0098219404880336,0.460611323352756,0.7611315248701267,25512.0
FA,dMRI_TBSS,superior corona radiata (right),dMRI_TBSS_FA_superior_corona_radiata_right,32567,0.0041795858950226,0.0070101292866894,0.5962209431655815,0.5510318526689542,0.0083591717900453,0.0089396061180047,0.5244638231991952,0.6576249038350007,25080.0
FA,dMRI_TBSS,genu of corpus callosum,dMRI_TBSS_FA_genu_of_corpus_callosum,32559,0.0036402566165644,0.0064453406630447,0.5647888617333144,0.5722213429198693,0.0072805132331289,0.0081739994855363,0.5267499185367828,0.4334720043892882,25058.0
FA,dMRI_TBSS,posterior corona radiata (right),dMRI_TBSS_FA_posterior_corona_radiata_right,32564,0.0025162947160355,0.0068824147416435,0.3656121885259526,0.714656895037051,0.0050325894320711,0.0057614078305774,0.6760842590645393,0.6307011239695799,25082.0
FA,dMRI_weighted_mean,uncinate fasciculus (left),dMRI_weighted_mean_FA_uncinate_fasciculus_left,32561,0.0021740777968029,0.007164355936199,0.3034575356338824,0.7615431769656853,0.0043481555936058,0.0031440218372946,0.8266226177203286,0.3523447068517601,25513.0
FA,dMRI_TBSS,anterior corona radiata (right),dMRI_TBSS_FA_anterior_corona_radiata_right,32566,0.0017735232305682,0.0063540698958564,0.2791161034795614,0.7801575286151645,0.0035470464611364,0.0050849441998458,0.6895681704038789,0.1219641242296518,25078.0
FA,dMRI_weighted_mean,posterior thalamic radiation (right),dMRI_weighted_mean_FA_posterior_thalamic_radiation_right,32557,0.0016286341792696,0.0068703579343447,0.2370523042370405,0.8126177310467566,0.0032572683585393,0.0028390907378151,0.836596014817736,0.8532302425927111,25508.0
FA,dMRI_TBSS,superior corona radiata (left),dMRI_TBSS_FA_superior_corona_radiata_left,32568,0.0012504602051197,0.006938827419819,0.1802120343198179,0.8569872519061779,0.0025009204102394,0.0038860034420226,0.7798392786109132,0.2419243184456416,25081.0
FA,dMRI_TBSS,anterior corona radiata (left),dMRI_TBSS_FA_anterior_corona_radiata_left,32568,0.0009894281613388,0.0061062852083903,0.162034383847529,0.871279799991319,0.0019788563226776,0.0030128977237337,0.8054734517902598,0.3596073344602884,25079.0
