r2,r2_adj,cond_number,bp_p,jb_p,n_studres_gt4,diagnostic_status,column_name,family,analysis_tier
0.4910410144123464,0.4821685374852974,2.7314356808900716e+38,1.5835757900084046e-31,0.0,104,ok,free_water_like__tbss__posterior_thalamic_radiation_left,secondary_composite,secondary_composite
0.42021319864096984,0.41010600893937543,2.7314356808900716e+38,3.2188298918754638e-40,0.0,97,ok,free_water_like__wm__posterior_thalamic_radiation_right,secondary_composite,secondary_composite
0.43397996427104957,0.4241127650478076,2.7314356808900716e+38,4.913196335816233e-74,0.0,100,ok,free_water_like__tbss__posterior_thalamic_radiation_right,secondary_composite,secondary_composite
0.4624204898983171,0.4530490828991376,2.7314356808900716e+38,2.5542852951288734e-41,0.0,98,ok,free_water_like__wm__posterior_thalamic_radiation_left,secondary_composite,secondary_composite
0.282679082039776,0.2701743154984344,2.7314356808900716e+38,1.9622825649682328e-20,0.0,59,ok,free_water_like__tbss__retrolenticular_part_of_internal_capsule,secondary_composite,secondary_composite
0.282679082039776,0.2701743154984344,2.7314356808900716e+38,1.9622825649682328e-20,0.0,59,ok,free_water_like__tbss__retrolenticular_part_of_internal_capsule,secondary_composite,secondary_composite
0.34731058041556584,0.33593250874421987,2.7314356808900716e+38,2.661436149463283e-139,0.0,64,ok,free_water_like__tbss__sagittal_stratum_right,secondary_composite,secondary_composite
0.34863901156653665,0.33728409790019687,2.7314356808900716e+38,1.2064508952135449e-95,0.0,62,ok,free_water_like__tbss__sagittal_stratum_left,secondary_composite,secondary_composite
0.30833215021833726,0.29627458327847145,2.7314356808900716e+38,0.9999862261948469,0.0,103,ok,free_water_like__tbss__splenium_of_corpus_callosum,secondary_composite,secondary_composite
0.3062164879911953,0.29412203956416194,2.7314356808900716e+38,2.793683174227331e-23,0.0,56,ok,free_water_like__tbss__superior_cerebellar_peduncle_left,secondary_composite,secondary_composite
0.2708398159454375,0.2581286602485259,2.7314356808900716e+38,5.966847719255491e-54,0.0,65,ok,free_water_like__tbss__superior_cerebellar_peduncle_right,secondary_composite,secondary_composite
0.5839036150352681,0.5766499744088718,2.7314356808900716e+38,0.0,0.0,92,ok,free_water_like__tbss__superior_corona_radiata_left,secondary_composite,secondary_composite
0.5912202989557805,0.5840942071321473,2.7314356808900716e+38,0.0,0.0,92,ok,free_water_like__tbss__superior_corona_radiata_right,secondary_composite,secondary_composite
0.6401294377179394,0.6338559592039781,2.7314356808900716e+38,3.3738827081828137e-283,0.0,157,ok,free_water_like__tbss__superior_fronto_occipital_fasciculus_lef,secondary_composite,secondary_composite
0.5991622238216419,0.5921745803742513,2.7314356808900716e+38,0.0,0.0,142,ok,free_water_like__tbss__superior_fronto_occipital_fasciculus_rig,secondary_composite,secondary_composite
0.4256924811993825,0.41568080962292764,2.7314356808900716e+38,0.0,0.0,90,ok,free_water_like__tbss__superior_longitudinal_fasciculus_left,secondary_composite,secondary_composite
0.4190824494604225,0.4089555478639627,2.7314356808900716e+38,0.9999999766361599,0.0,59,ok,free_water_like__wm__superior_longitudinal_fasciculus_left,secondary_composite,secondary_composite
0.44350594525931797,0.4338048086244559,2.7314356808900716e+38,2.699657222921628e-227,0.0,85,ok,free_water_like__tbss__superior_longitudinal_fasciculus_right,secondary_composite,secondary_composite
0.41782486039781874,0.40767603575793576,2.7314356808900716e+38,0.9999930443133865,0.0,64,ok,free_water_like__wm__superior_longitudinal_fasciculus_right,secondary_composite,secondary_composite
0.4692218090296453,0.4599689666865088,2.7314356808900716e+38,0.999999999971325,0.0,51,ok,free_water_like__wm__superior_thalamic_radiation_left,secondary_composite,secondary_composite
0.5032762803557809,0.4946170958901158,2.7314356808900716e+38,0.9999941011745584,0.0,51,ok,free_water_like__wm__superior_thalamic_radiation_right,secondary_composite,secondary_composite
0.28598678758367013,0.27353968294034137,2.7314356808900716e+38,1.4540584742461908e-71,0.0,90,ok,free_water_like__tbss__tapetum_left,secondary_composite,secondary_composite
0.3787329986099357,0.36790270129431657,2.7314356808900716e+38,1.6015296358878515e-192,0.0,94,ok,free_water_like__tbss__tapetum_right,secondary_composite,secondary_composite
0.26023486927077066,0.24733884181140275,2.7314356808900716e+38,4.2456617815800286e-42,0.0,75,ok,free_water_like__tbss__uncinate_fasciculus_left,secondary_composite,secondary_composite
0.2685743641554089,0.2558237157502329,2.7314356808900716e+38,0.9999999302567741,0.0,73,ok,free_water_like__wm__uncinate_fasciculus_left,secondary_composite,secondary_composite
0.17928691861848733,0.1649797581507788,2.7314356808900716e+38,1.0,0.0,84,ok,free_water_like__tbss__uncinate_fasciculus_right,secondary_composite,secondary_composite
0.10830283898515192,0.09275824165795388,2.7314356808900716e+38,2.508505885435019e-07,0.0,13,ok,axonal_loss_like__wm__acoustic_radiation_left,secondary_composite,secondary_composite
0.2617322678208688,0.24886234390709605,2.7314356808900716e+38,0.013898760267579217,0.0,64,ok,free_water_like__wm__uncinate_fasciculus_right,secondary_composite,secondary_composite
